12131A,12132A,12132B,12132D,12132E,12141A,12141C,12141H,12142A,12142B,12142D,12155A,12158A,12160E,12160F,12161A,12161B,12161D,12168,12274A,12274B,12274C,12142M,12143N,12151N,12152A,12152B,12152C,12153D,12153F,12153G,12153H,12153I,12139A,12142G thr,12143A 3rd,12155C,12156A,12156B,12277A,12277B,12281a,12281b,12281G,12281r,12281S,12284A,12284B,12285*1,12286*1,12287A,12287N,12292A,12292B,12292C,12292D,12292N,12293,12296A,12296B,12297A,12297B,12297C,12298B,12298b2,12298c,12298d,12302,12279d,12279G,12279N,12279N414,12279str,12280A,12280B,12280N,12279c
21.71049945,66.53883397,93.45939839,70.62509785,70.59203596,75.84303081,48.40,68.55879273,58.85537631,39.55453517,83.80421973,35.87568464,63.98897524,56.73590179,77.44089906,45.54366104,43.66072174,52.09,62.06948858,65.33662277,54.51602409,56.16038415,76.52535444,59.51358024,40.92722638,74.41313611,56.0386027,76.59816887,81.74915499,54.90619727,81.26938459,63.8180144,81.83812029,64.76303433,59.55902421,100,40.33864466,33.257324,53.12099154,65.22461368,47.64914776,24.01209281,29.72304038,52.48630546,,,48.50802006,62.98942561,41.73994285,33.89937634,67.73960992,41.50695913,,34.29433302,64.75707088,68.28022484,80.00118617,93.03128191,,82.07291123,35.27817189,31.84345707,29.09298805,64.49332389,49.34755598,63.77305168,57.69799534,82.90702336,30.3267704,69.33755903,59.71818669,61.9815519,59.26908505,30.51376506,58.69280014,47.72451695,29.58308344
22.1940281,67.31128845,93.91452167,71.35198542,71.63097192,79.43504577,50.77,70.08108467,61.2064905,40.65715046,85.49762403,40.38263568,64.86771737,57.81417735,78.17993907,46.52631421,45.34683803,53.31,62.80167024,66.2649008,56.30267637,59.3322837,77.76143369,62.76195393,43.05810398,83.78710492,56.72493953,100,85.53130825,55.78380753,83.23551789,65.36770372,83.08764339,65.25365033,62.60135385,,40.91981701,33.96640591,53.56072075,65.92999069,48.85267649,29.22277947,31.12290325,53.34144634,,,51.1826632,63.52741943,42.2258699,37.31984697,68.58524507,42.31036439,,34.96267556,73.25376891,69.18255246,80.67463377,93.89760689,,83.49304653,35.64038704,32.86337705,30.03783122,66.1431457,50.09627671,64.33547741,58.8125999,83.48532723,31.09363884,71.88511572,60.88064411,66.89508349,60.19103997,32.06742713,60.06501584,48.3226109,30.75215065
22.67755676,69.32681552,98.30067461,72.01355499,79.46723951,81.36593278,52.67,71.88137311,66.02242985,41.35562654,86.99942977,41.03329352,65.28013883,60.24829223,79.95687873,49.84099937,46.10629661,57.31,63.40540691,68.74728303,57.67339263,61.73179038,78.77865885,63.99893847,43.66008384,87.19896415,57.69662564,,87.69902301,56.53442038,83.71265735,66.49889427,84.75873448,72.3104161,65.84454259,,41.52274946,34.76219938,54.32753225,68.43725428,54.09582579,34.56817436,31.56412658,53.96773084,,,51.94805738,71.62997927,43.80666776,38.0437084,68.77513256,43.62296488,,35.5960435,73.64750383,69.67475353,87.26365577,98.51576874,,100,38.69988207,33.68355009,30.66655052,71.24672565,55.27922209,67.19912228,60.04921738,84.37449646,31.86050727,75.37187749,62.00466017,67.56954017,69.28329229,32.52585959,61.03006051,49.28948401,32.02269939
23.16108541,73.75228433,100,72.56081803,79.94412933,81.85131538,53.48,72.84750269,66.47940627,42.13249484,88.13844009,43.66784681,66.21874209,61.33404685,81.24142186,50.47761436,52.08328817,60.78,64.09223285,69.54943472,66.6994898,64.77168952,79.67789955,66.43560901,44.97857785,88.49822815,59.02696519,,89.61576936,61.83628011,87.0678842,67.29865852,87.09298865,73.75655826,68.71868299,,42.40568438,35.55010288,55.78686453,68.92521149,58.13050917,36.37178345,32.13224146,54.73832996,,,58.98985123,72.54173823,48.33483621,39.44919029,69.28424812,47.11007562,,36.33914422,74.25005821,70.62913141,89.26828183,99.14287973,,,39.63469958,34.31992336,31.92211467,72.95594479,59.03185474,67.99725895,60.56447466,87.04888171,35.94495396,79.07491195,66.61593607,75.48846968,71.69283955,32.77528463,62.78665005,50.16181794,32.84165533
23.64461407,74.34745069,,73.28897901,82.67697157,82.42292579,59.25,73.71485179,67.82763095,45.5858122,93.73845277,44.7788527,67.10916641,61.85577645,81.62474321,50.99269067,52.58593675,61.32,64.77875692,70.55970226,71.9819248,79.07805527,80.87639435,67.68697774,48.01755421,90.61555788,59.90205714,,90.96579867,62.42907937,89.24624132,67.7995547,88.94664933,76.37869022,69.16429709,,43.62297968,36.66024532,57.7533423,69.83141775,60.32440895,39.06257324,32.61392717,55.51302311,,,60.01037681,73.58661903,51.77005716,40.54651224,70.81345695,48.53162195,,37.20257938,74.92506775,71.55151623,92.65123658,100,,,40.33132182,35.6855592,32.65304772,75.41343916,60.40465661,72.02232693,63.55090587,87.89079233,36.55947552,79.82918411,69.12620115,76.12170443,81.45737829,33.24546894,64.27383814,51.74902953,33.39472966
24.12814272,75.30683392,,74.22455463,85.67624488,82.74039108,60.11,75.45457368,69.48863925,48.64297598,100,45.71634984,69.84287862,64.29614538,82.19969344,52.38555391,53.33067917,62.85,65.39932276,71.62201725,77.04687016,81.30018386,81.21090165,69.01288779,48.55744646,90.95056025,60.71377282,,93.33578646,65.40279794,90.37033356,68.30045089,90.62463171,76.68998569,76.34588367,,45.12713569,37.44143063,58.06581642,70.38908314,63.16736992,70.11211624,33.00020279,56.31125695,,,61.01761756,74.00443611,52.76558255,40.88339186,71.29229905,48.75035745,,37.86228756,75.46953416,72.65896864,93.56458692,,,,40.8508453,36.71956391,37.48686493,78.51381129,62.06393323,72.50832886,74.71797393,88.42282011,37.64539224,80.92353518,70.04216184,77.44317078,81.9237545,34.50621311,64.80518812,52.7304052,46.29242308
24.61167138,76.37013734,,74.82252902,86.17600276,83.15591619,62.88,76.45440152,72.11352534,50.16756505,,46.45956604,71.39032522,65.84076673,83.91513124,54.24231928,54.94610538,63.66,66.40129924,77.85329422,77.76599037,82.60795228,82.00694147,69.87805776,49.33188334,91.64517008,65.51394715,,96.06933691,69.56376433,95.61715406,69.31226119,92.08728585,77.31023347,78.03685106,,45.84098535,38.37096303,60.60123146,72.7007456,63.86265462,70.54605109,33.92427066,57.35134571,,,61.65403388,74.48746162,54.0327359,41.45411666,73.36728146,50.78648209,,38.66823324,77.04918033,73.46728586,96.35846035,,,,41.90917524,37.88359037,39.15448169,99.34653566,62.32194697,74.10921921,76.83465085,94.07164837,38.06387462,81.99769893,71.65950856,80.66506096,83.34163667,35.50929495,65.38465332,55.38709818,46.6983492
25.88285268,77.633838,,75.96836571,86.78393021,84.00927975,63.88,77.50745793,72.54622919,54.16017835,,46.99414408,72.27656006,69.2767546,85.91619973,56.06145257,57.75334283,65.01,76.50392693,80.14108998,81.33199502,86.14287323,82.88804382,70.73358251,49.80698852,92.7640206,66.04899266,,97.41826451,71.0926812,96.47393168,70.27473321,93.07753615,78.09153892,79.09673906,,48.29352591,39.06449935,61.41882,74.2870248,69.2963507,70.95608156,34.4906473,58.06524249,,,62.08490154,75.93653818,54.89289114,42.02169698,74.28527497,52.93530286,,38.95557134,77.53456792,74.39865334,100,,,,42.69277376,41.25926711,41.47055483,100,71.4080739,74.71672163,77.82075024,95.84772707,39.10274612,83.38751915,72.91694533,86.88638679,83.78395529,36.19925008,66.95612527,56.80464082,47.51020143
27.01717483,82.94014736,,78.51089919,87.4446357,86.01331993,66.52,78.59014848,73.21620203,54.98981833,,47.49932032,73.26535644,69.95586704,86.47951104,56.7364482,58.90560442,72.19,78.91494935,85.67933746,88.46622603,88.73774701,83.66298858,75.25897116,50.27893148,92.99206611,69.0860581,,100,76.60391739,100,72.46031024,93.77665386,79.12528523,81.37683936,,48.81786977,40.4706329,62.20000531,76.98940157,75.02377363,71.34220764,34.96219327,61.34773477,,,63.10710079,76.2436458,55.65902701,43.12792831,75.45290482,54.02044844,,39.3927537,78.73385551,75.24843849,,,,,43.48763759,42.59789754,42.15539798,,71.95462334,74.95972259,79.09663032,96.19946473,40.4757539,85.0089996,73.53020849,92.53800693,90.17323357,38.00178804,68.38094988,57.56357134,49.01872436
27.38170624,83.21540117,,80.4004773,100,86.89796538,66.89,80.59144109,80.77882931,56.87222999,,49.03852322,74.27912852,71.17972656,87.57229808,57.80362044,59.69022499,84.7,80.02922086,87.33487504,89.10100056,89.97120949,84.17472847,77.27705064,51.31714428,93.51171432,70.56594066,,,78.34116904,,76.77194113,95.03975982,80.88051753,82.21845779,,49.34221364,41.52570178,64.58730761,77.87852932,82.03479357,72.26697914,35.64792908,66.66025268,,,66.52820462,86.10722007,56.0709813,43.87076149,83.52299027,56.15764332,,39.5985573,80.00138718,97.92081961,,,,,46.10798863,43.17991077,42.81697564,,72.2397241,75.34597262,79.65290208,100,41.4613983,85.77597707,74.1395376,94.14463452,95.02869862,39.12425562,68.70975555,58.66740088,50.08387448
28.11063444,84.28501352,,80.80609315,,88.98542393,67.22,81.03160693,82.21630426,60.93804485,,49.30321572,76.18082736,72.15793732,89.00802005,58.94387921,61.23699772,85.92,80.84320883,88.95610863,94.22252021,91.13133839,84.84823501,78.34677716,56.49108599,94.57475503,71.39620092,,,80.80958896,,76.99141714,95.93862545,82.16284537,84.37829808,,49.8665575,42.03675321,65.58378759,79.11696474,82.80270501,72.51342864,36.42357054,71.64258694,,,67.76107818,87.6334841,56.84998842,44.73381898,83.72958404,57.98037662,,39.90447565,81.17503678,98.65912122,,,,,46.8844829,45.27143351,43.93184427,,72.9134648,77.21635105,80.13240051,,43.16026492,86.6458676,76.55740856,95.68660225,96.86323167,40.70328854,69.34599454,60.51554935,50.59128213
30.04780085,88.55304254,,81.2981505,,90.80301538,68.18,81.73650447,87.48370069,63.71564517,,50.14326691,77.76654318,72.99585105,91.51649484,59.69869839,62.2237026,86.43,83.34290508,90.08133892,97.46193336,92.50466134,85.4921175,79.08271243,57.03498887,95.47488558,71.90083831,,,83.64025097,,77.98636394,100,82.82644158,84.80952669,,50.39090137,42.64857754,66.19818984,80.57421411,83.77361353,73.54459808,37.27385976,74.50400806,,,68.49331261,88.26103085,57.49510485,46.04685289,84.58426397,58.82419123,,51.22728018,82.20551006,100,,,,,47.77474663,46.70888979,47.49796841,,73.36187285,77.42144386,84.9704603,,44.17996209,88.07154504,76.82762202,98.91352953,100,41.50417246,70.99396861,62.23644611,51.03100159
